# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 1.6711783271199734,6.144209655379248,1.3184619158180615,26.342974014031963,3.778367125523014,0.38641755761100355,0.21014204142220858,0.0,45.48747992832284,0.0
 1.6775942818322613,6.16588745475528,1.3293338316500387,26.63481962522819,3.7813183271246444,0.45997855876043386,0.20981415074320786,0.0,45.45325300589755,0.0
 1.684011706185697,6.187532814683262,1.3403277463274021,26.92651243801111,3.78474193770873,0.5334867067428435,0.20943473409164673,0.0,45.41340583379991,0.0
 1.6904302411077907,6.209146589238747,1.3514443026110987,27.21799996928657,3.7886377528252444,0.6069632967336771,0.20900423661161832,0.0,45.36797082050243,0.0
 1.6968495286207161,6.2307296324972885,1.3626841432620753,27.509230017861388,3.7930056253871984,0.6804294951985242,0.2085231520423518,0.0,45.31698373371945,0.0
 1.703269211952218,6.252282798534442,1.3740479110412793,27.800150702970683,3.7978454649728706,0.7539062810034172,0.20799202166388644,0.0,45.26048364591656,0.0
 1.7096889356454519,6.273806941425761,1.3855362487096565,28.090710502199602,3.803157237399398,0.8274144932632838,0.2074114331216004,0.0,45.19851287204632,0.0
 1.7161083456677255,6.2953029152468,1.397149799028154,28.38085828872228,3.8089409639978804,0.9009747902711268,0.20678201919636652,0.0,45.13111690965448,0.0
 1.722527089517274,6.316771574073112,1.408889204757719,28.670543367809376,3.815196722130829,0.9746078484482382,0.20610445635718241,0.0,45.05834436768177,0.0
 1.7289448163284729,6.338213771980254,1.4207551086592982,28.95971551252608,3.821924643939516,1.048334091900995,0.20537946342944058,0.0,44.980246891547715,0.0
 1.7353611769759731,6.359630363043776,1.4327481534938378,29.248324998595855,3.8291249162086154,1.1221738715551277,0.20460780006837512,0.0,44.89687908580819,0.0
 1.741775824176082,6.381022201339236,1.4448689820222853,29.536322638317255,3.836797781059487,1.1961475996281785,0.20379026507781675,0.0,44.80829843687117,0.0
 1.74818841258629,6.402390140942186,1.457118237005587,29.823659813554684,3.8449435346785097,1.2702754485311059,0.20292769487850632,0.0,44.714565217849135,0.0
 1.7545985989032509,6.423735035928182,1.4694965612046902,30.11028850768299,3.8535625276056518,1.3445775989906874,0.20202096175279474,0.0,44.61574240530341,0.0
 1.7610060419579445,6.445057740372776,1.4820045973805414,30.396161336487857,3.8626551649201653,1.4190742292829035,0.20107097205183802,0.0,44.511895583521714,0.0
 1.7674104028086617,6.466359108351524,1.4946429882940868,30.68123157795417,3.872221905738342,1.493785412966738,0.20007866443123393,0.0,44.40309285093288,0.0
 1.7738113448315875,6.487639993939979,1.5074123767062744,30.965453200931588,3.882263263621476,1.56873126598702,0.1990450079533693,0.0,44.289404714908954,0.0
 1.7802085338087998,6.508901251213696,1.5203134053780505,31.2487808925811,3.8927798062734955,1.6439318409196828,0.19797100023216074,0.0,44.17090399721062,0.0
 1.7866016380135668,6.530143734248229,1.5333467170703612,31.53117008465402,3.9037721560576686,1.7194072600876449,0.19685766546779987,0.0,44.04766572528035,0.0
 1.7929903282930906,6.551368297119133,1.5465129545441543,31.81257697850883,3.9152409895059863,1.7951775632442382,0.19570605256480644,0.0,43.919767026036325,0.0
 1.7993742781483977,6.572575793901959,1.5598127605603764,32.09295856885982,3.9271870381797527,1.8712629241339322,0.1945172330993819,0.0,43.787287018880406,0.0
 1.8057531638111917,6.593767078672265,1.573246777879974,32.3722726662372,3.9396110884105795,1.9476834807202077,0.19329229939275044,0.0,43.65030670938108,0.0
 1.8121266643180662,6.614943005505603,1.5868156492638934,32.65047791817467,3.9525139816610184,2.024459437403609,0.1920323625199634,0.0,43.508908871031636,0.0
 1.8184944615817138,6.636104428477529,1.600520017473082,32.927533829027915,3.9658966147330523,2.1016110466381535,0.19073855033792247,0.0,43.363177940921084,0.0
 1.8248562404588247,6.657252201663596,1.6143605252684874,33.20340077849687,3.9797599405131727,2.1791586988349194,0.18941200547140002,0.0,43.21319990328327,0.0
 1.8312116888152419,6.678387179139358,1.6283378154110546,33.478040038797715,3.994104967506049,2.2571227375944276,0.18805388343064058,0.0,43.01100088960813,0.0
 1.8375675918646015,6.699510214980369,1.642452530661732,33.75141379050799,4.0,0.927489366683274,0.1866653505638912,0.0,42.72367201020947,0.0
 1.8439357557822478,6.720622163262184,1.6567053137814658,34.02348513703276,4.0,0.0,0.1852475822354879,0.0,42.397966316297264,0.0
 1.8503212738689625,6.741723878060357,1.6710968075312023,34.2942181177854,4.0,0.0,0.18380176088730082,0.0,42.06587219846177,0.0
 1.8567245549167626,6.762816213450442,1.685627654671889,34.563577719992985,4.0,0.0,0.1823290741298365,0.0,41.72766189898189,0.0
 1.8631460067067516,6.783900023507993,1.7002984979644726,34.83152988918626,4.0,0.0,0.18083071299061781,0.0,41.383608373353816,0.0
